_id,OBJECTID,Neighbourhood,Hood_ID,F2020_Population_Projection,Assault_2014,Assault_2015,Assault_2016,Assault_2017,Assault_2018,Assault_2019,Assault_2020,Assault_Rate2014,Assault_Rate2015,Assault_Rate2016,Assault_Rate2017,Assault_Rate2018,Assault_Rate2019,Assault_Rate2020,AutoTheft_2014,AutoTheft_2015,AutoTheft_2016,AutoTheft_2017,AutoTheft_2018,AutoTheft_2019,AutoTheft_2020,AutoTheft_Rate2014,AutoTheft_Rate2015,AutoTheft_Rate2016,AutoTheft_Rate2017,AutoTheft_Rate2018,AutoTheft_Rate2019,AutoTheft_Rate2020,BreakAndEnter_2014,BreakAndEnter_2015,BreakAndEnter_2016,BreakAndEnter_2017,BreakAndEnter_2018,BreakAndEnter_2019,BreakAndEnter_2020,BreakAndEnter_Rate2014,BreakAndEnter_Rate2015,BreakAndEnter_Rate2016,BreakAndEnter_Rate2017,BreakAndEnter_Rate2018,BreakAndEnter_Rate2019,BreakAndEnter_Rate2020,Robbery_2014,Robbery_2015,Robbery_2016,Robbery_2017,Robbery_2018,Robbery_2019,Robbery_2020,Robbery_Rate2014,RobberyRate_2015,Robbery_Rate2016,Robbery_Rate2017,Robbery_Rate2018,Robbery_Rate2019,Robbery_Rate2020,TheftOver_2014,TheftOver_2015,TheftOver_2016,TheftOver_2017,TheftOver_2018,TheftOver_2019,TheftOver_2020,TheftOver_Rate2014,TheftOver_Rate2015,TheftOver_Rate2016,TheftOver_Rate2017,TheftOver_Rate2018,TheftOver_Rate2019,TheftOver_Rate2020,Homicide_2014,Homicide_2015,Homicide_2016,Homicide_2017,Homicide_2018,Homicide_2019,Homicide_2020,Homicide_Rate2014,Homicide_Rate2015,Homicide_Rate2016,Homicide_Rate2017,Homicide_Rate2018,Homicide_Rate2019,Homicide_Rate2020,Shootings_2014,Shootings_2015,Shootings_2016,Shootings_2017,Shootings_2018,Shootings_2019,Shootings_2020,Shooting_Rate2014,Shootings_Rate2015,Shootings_Rate2016,Shootings_Rate2017,Shootings_Rate2018,Shootings_Rate2019,Shootings_Rate2020,geometry
1,1,Yonge-St.Clair,97,14083,16,25,34,25,28,35,23,127.0144,196.1246,262.5482,189.179,207.2846,253.8071,163.3175,2,3,7,2,6,6,9,15.8768,23.53495,54.05405,15.13432,44.41812,43.50979,63.90684,37,20,12,18,24,28,26,293.7207,156.8997,92.66409,136.2088,177.6725,203.0457,184.6198,4,1,6,1,1,4,5,31.753590000000003,7.844983,46.33205,7.567158999999999,7.40302,29.006529999999998,35.5038,3,5,7,0,3,6,3,23.81519,39.224909999999994,54.05405,0.0,22.20906,43.50979,21.30228,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0.0,0.0,7.722008,0.0,0.0,0.0,0.0,"{u'type': u'Polygon', u'coordinates': (((-79.3911544456691, 43.681081020334204), (-79.3913650499519, 43.6809694511175), (-79.3931835003351, 43.6801655343177), (-79.3957688201215, 43.6789797423207), (-79.3973094699355, 43.6782745307756), (-79.3974161394727, 43.6782251186747), (-79.3975239900164, 43.6781667065373), (-79.397631415901, 43.6781172958357), (-79.3977396489989, 43.6780678936488), (-79.3978486447678, 43.6780139739938), (-79.3978914778836, 43.6779946416661), (-79.3979041612654, 43.6780259774409), (-79.3979722597149, 43.6782035632264), (-79.3981009881966, 43.67853043609241), (-79.3983115783101, 43.6790388851061), (-79.3985230402099, 43.679554005188), (-79.3986932495943, 43.6799619713852), (-79.3988995750767, 43.6804601715549), (-79.39902553366072, 43.6807663018271), (-79.399175474266, 43.6811274151795), (-79.3997634341494, 43.68254340375671), (-79.400128701459, 43.6834159998958), (-79.4001690891529, 43.6835267332225), (-79.4004900979633, 43.6843098878867), (-79.4008007165207, 43.6850273848191), (-79.4010859743848, 43.6857162439186), (-79.401455014789, 43.6866409198312), (-79.4022979794605, 43.688721502243), (-79.4030440693057, 43.6906330764724), (-79.4030439693829, 43.690687616043604), (-79.4030216183768, 43.6907401105251), (-79.4029770158295, 43.6907824870237), (-79.4018176619993, 43.6909894188158), (-79.4017178902831, 43.6910188581355), (-79.401654305267, 43.6910402174005), (-79.4015458013666, 43.6910761558859), (-79.4014344935666, 43.69105990281171), (-79.4008287295073, 43.6911979008035), (-79.401005840257, 43.691647868851), (-79.4010885888859, 43.6917567849877), (-79.4012442702217, 43.6920986638529), (-79.4015488460244, 43.6929234580379), (-79.4018547040902, 43.6937276566858), (-79.4021509453374, 43.6945758272077), (-79.4022828137292, 43.6948921931461), (-79.4023325632337, 43.6951123993725), (-79.4023632787574, 43.6954951167828), (-79.4030541736047, 43.6953498836546), (-79.4034666140667, 43.6952600838902), (-79.4046339989947, 43.6950205033593), (-79.4050120541182, 43.695978703936), (-79.4052412056263, 43.6965539347316), (-79.4053722210736, 43.6969522617209), (-79.4055714413819, 43.6974802738226), (-79.4058428994141, 43.6981811338068), (-79.405620990056, 43.6980196285116), (-79.4054308880446, 43.6979638974125), (-79.404564949945, 43.6976872147547), (-79.4031630463094, 43.6972701747597), (-79.4030838205195, 43.6972624390422), (-79.4029230054277, 43.697149767406), (-79.4027287739148, 43.6971270272844), (-79.4025439678542, 43.6970751209135), (-79.40223769624022, 43.696998204145004), (-79.40162781382682, 43.6968347838307), (-79.4012264956808, 43.696730958543405), (-79.4000497164013, 43.696391540237), (-79.3989212064327, 43.6960974281532), (-79.397999742876, 43.6958457786697), (-79.3971595170701, 43.6956532163894), (-79.3968444049139, 43.6956037490084), (-79.3960651921768, 43.6956594995328), (-79.3953393045668, 43.692273580813), (-79.3953018226234, 43.6920987854876), (-79.3951300052947, 43.6912614950602), (-79.3950222936637, 43.6907843249135), (-79.3948961652784, 43.6901991223), (-79.3948511469581, 43.6900010512516), (-79.3947810651829, 43.6897354565287), (-79.3945631677269, 43.6892171111074), (-79.3945274416102, 43.6891321240508), (-79.3941017262676, 43.6880830741594), (-79.3936649727083, 43.6871330270705), (-79.3932917394751, 43.68623254533261), (-79.3931454506274, 43.685881364893), (-79.392814002164, 43.6850259175057), (-79.3923442171496, 43.6839408139876), (-79.3919926326964, 43.6831011517402), (-79.39189876063, 43.6828748499217), (-79.391590432938, 43.6821488333566), (-79.3915147789591, 43.68197323456091), (-79.3912998681693, 43.68143169885631), (-79.3911544456691, 43.681081020334204)),)}"
2,2,York University Heights,27,30277,273,298,363,351,362,382,341,950.5571,1041.485,1269.32,1211.097,1230.33,1279.861,1126.267,106,100,106,89,91,147,184,369.0808,349.4915,370.6553,307.0872,309.2819,492.5118,607.722,108,140,98,105,122,111,105,376.0446,489.2881,342.6813,362.2938,414.6416,371.8967,346.7979,58,85,70,76,94,84,47,201.9499,297.0678,244.7724,262.2317,319.478,281.4353,155.2334,30,46,38,40,38,31,43,104.4568,160.7661,132.8764,138.0167,129.1507,103.863,142.02200000000002,1,0,2,0,1,0,1,3.4818941504178302,0.0,6.993496,0.0,0.0,0.0,3.3028370000000002,2,0,4,10,8,6,12,6.963789,0.0,13.986989999999999,34.50417,27.18961,20.102520000000002,39.63404,"{u'type': u'Polygon', u'coordinates': (((-79.5052468376673, 43.759873985768), (-79.5048414567943, 43.7599644575042), (-79.5048627555387, 43.7601088995002), (-79.5048916379543, 43.7602071279082), (-79.5049103470196, 43.760270757588), (-79.504896200755, 43.7604148672687), (-79.504933482746, 43.7605565273026), (-79.5051190203096, 43.760616755373), (-79.505309779892, 43.760602884516), (-79.5054955793162, 43.7606636430222), (-79.505676025933, 43.7606055406053), (-79.5058762207747, 43.76055253115321), (-79.5060150760123, 43.7606239126309), (-79.5058623249169, 43.760693058914), (-79.5059570958956, 43.7608005013615), (-79.506173693882, 43.7608432549868), (-79.506303591987, 43.7607577269959), (-79.5064919905696, 43.760728111687), (-79.5066621280349, 43.760662563694204), (-79.5068044632175, 43.7607458170701), (-79.5069605867545, 43.7608462612873), (-79.5071620233812, 43.7607916109112), (-79.5073548860541, 43.7608104208658), (-79.5074063331152, 43.7609614489856), (-79.5073833773913, 43.7611310335715), (-79.507402153499, 43.7613132355354), (-79.5075595257315, 43.7614508448783), (-79.5077387558345, 43.7615804595595), (-79.5079716306696, 43.761644063522), (-79.5081342073673, 43.7616771772045), (-79.5081908552666, 43.7617835042065), (-79.5082154525664, 43.7618296609166), (-79.5081950360461, 43.7619317449655), (-79.5081819375753, 43.7619659144197), (-79.5081790486946, 43.7620001739418), (-79.5081964203843, 43.7620602912391), (-79.5082282588603, 43.7621183113313), (-79.5082620365167, 43.7621784366044), (-79.5082861482726, 43.762213396148), (-79.5083199050755, 43.7622196766684), (-79.50836620488612, 43.7622070895992), (-79.508426783702, 43.762183312607), (-79.5084555627189, 43.7621955345405), (-79.508590701867, 43.7622070548975), (-79.5086569099988, 43.7622816609324), (-79.5086581276253, 43.7622845049139), (-79.5087202717315, 43.7624290866452), (-79.50864701398652, 43.7625549480519), (-79.5084589875806, 43.7626219401848), (-79.5082371755357, 43.7626552426619), (-79.5080896368542, 43.762714751158), (-79.5081111014685, 43.7627409073848), (-79.5081536089183, 43.7627926975022), (-79.5083417655813, 43.7627688393255), (-79.5084252370295, 43.762842913618506), (-79.5084135949909, 43.7629852952302), (-79.5084130865667, 43.7629915066101), (-79.5083614419991, 43.7631495989794), (-79.5081854706584, 43.7632772579715), (-79.507990485186, 43.7633354193938), (-79.5077907688873, 43.7632955223778), (-79.5075889374257, 43.7632400253366), (-79.5074089736985, 43.763237147192), (-79.5073389364056, 43.7633317724455), (-79.5073214445651, 43.7634901141642), (-79.5072680564474, 43.76363805308561), (-79.5072716753443, 43.7637828191325), (-79.5072636201587, 43.7639297196378), (-79.5072145770013, 43.7640638323431), (-79.5071303857353, 43.7642063446684), (-79.5071736319511, 43.7644039097876), (-79.5071723620173, 43.7644796915709), (-79.5071704260704, 43.7645956359439), (-79.5073422150528, 43.7647495371323), (-79.5074201134272, 43.7649416086804), (-79.5075697930915, 43.7650662933683), (-79.5077445613437, 43.7651841609889), (-79.5079285217702, 43.7653048639081), (-79.5081326041245, 43.7654269871216), (-79.5083473643245, 43.7655191713115), (-79.5085444787922, 43.765626081873805), (-79.5086588975341, 43.7657315500119), (-79.508849554757, 43.7657558749952), (-79.5089793626738, 43.7658519888121), (-79.5090284473309, 43.7660106672904), (-79.509074300521, 43.7661559518704), (-79.5092146742602, 43.7663032637286), (-79.5092892231774, 43.7664728411318), (-79.5092514873738, 43.7666148922414), (-79.5092927480597, 43.7667711410396), (-79.5094577071766, 43.7668546852847), (-79.5098719182404, 43.7667531981939), (-79.5098066188384, 43.7669562616242), (-79.5098152084365, 43.7670758151224), (-79.5099673753651, 43.7671546259888), (-79.5103115528788, 43.7671541721145), (-79.510293313882, 43.7672723511885), (-79.5101184311761, 43.7672760568759), (-79.5100119961866, 43.7673419642727), (-79.5100926343903, 43.7675057707687), ...),)}"
3,3,Lansing-Westgate,38,18146,42,81,67,84,68,70,97,261.0966,494.6263,400.6698,492.5531,390.1543,393.5901,534.553,17,22,26,26,16,30,44,105.682,134.3429,155.4838,152.4569,91.80102,168.6815,242.4777,34,27,41,42,50,39,39,211.3639,164.8754,245.18599999999998,246.2765,286.8782,219.2859,214.9234,12,6,6,14,32,12,11,74.59903,36.63898,35.88087,82.09218,183.602,67.47259,60.61942,4,5,5,11,6,10,9,24.86634,30.532490000000003,29.90073,64.501,34.42538,56.22716,49.59771,0,0,0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,2,1,0.0,0.0,5.9801459999999995,0.0,5.737564,11.24543,5.5108559999999995,"{u'type': u'Polygon', u'coordinates': (((-79.4399431313348, 43.7615578230112), (-79.439995489431, 43.7617720164884), (-79.4403928291343, 43.7633974672903), (-79.4399195912858, 43.7635110942083), (-79.4388760191547, 43.7637302790418), (-79.4375978768315, 43.7633367205476), (-79.43419711538482, 43.7640553161316), (-79.4324700582087, 43.7644077510777), (-79.4312276471506, 43.7647019261711), (-79.4299494410036, 43.764995624708504), (-79.4281676489091, 43.7653861260763), (-79.4255188496342, 43.7659791676537), (-79.4160901476213, 43.7680863364581), (-79.4153310113614, 43.7663316558568), (-79.4143807209614, 43.7665551677508), (-79.414271904306, 43.7665809922416), (-79.4141331154377, 43.7665991148125), (-79.4140223687413, 43.7666030466344), (-79.4138890827808, 43.7666030090599), (-79.4137988248487, 43.7665926434648), (-79.41364547576302, 43.7665610957359), (-79.4134607404933, 43.7665212067178), (-79.4133621275612, 43.7665168563365), (-79.4132632907335, 43.7665214444004), (-79.41266752467962, 43.7666503017447), (-79.4125601491597, 43.7666667005732), (-79.41238332094491, 43.7666642429685), (-79.4122061192569, 43.7666877350537), (-79.4121716837129, 43.7665643650606), (-79.4119510961125, 43.7656572422906), (-79.4117232664768, 43.7648141647502), (-79.4115984186416, 43.76429965754691), (-79.4115244524277, 43.7639994188001), (-79.4114980928402, 43.7638924639452), (-79.4113369180202, 43.7632624786367), (-79.411114956239, 43.7623520663237), (-79.41089677570751, 43.7615087247179), (-79.4107616888732, 43.7609655301881), (-79.4107075546508, 43.7607138142031), (-79.41054430872491, 43.7600510339324), (-79.4105187804807, 43.7599473830317), (-79.4102983338554, 43.7590531542286), (-79.4100829604601, 43.7582259970738), (-79.4100242433966, 43.7580187063588), (-79.4099020199849, 43.7575873516639), (-79.4098397283392, 43.7573385360884), (-79.4098093832901, 43.7572265092691), (-79.4096547489599, 43.7566552229718), (-79.4095993460035, 43.7564852267493), (-79.4095483246032, 43.7563323905585), (-79.4095250554576, 43.7562809666322), (-79.4094933803448, 43.7562043672785), (-79.4094598407668, 43.7561281903514), (-79.4094254322833, 43.7560522741333), (-79.409390153342, 43.755976536667404), (-79.4093541303877, 43.7559009878165), (-79.4093171126209, 43.7558257168275), (-79.409279238139, 43.7557507157178), (-79.40924059453, 43.755675866856), (-79.4092010797383, 43.755601224644), (-79.4091605968217, 43.7555269317917), (-79.4091327519702, 43.7554630908894), (-79.409104039101, 43.7553994296755), (-79.4090745789734, 43.7553359381255), (-79.4090443740982, 43.7552726621931), (-79.4090134241407, 43.7552095208391), (-79.4089817287734, 43.7551466671227), (-79.408949288279, 43.7550839029638), (-79.4089161031182, 43.7550213985399), (-79.4088822957452, 43.7549591735628), (-79.4088476188178, 43.754897046313104), (-79.4088147115355, 43.7548392502033), (-79.4087393651007, 43.7547121642453), (-79.4087132370151, 43.75466315926201), (-79.4086878429572, 43.7546140186333), (-79.4086633429093, 43.7545645645119), (-79.408639587034, 43.7545149667839), (-79.4086165534073, 43.7544651621181), (-79.4085945133154, 43.7544151786031), (-79.4085731177197, 43.75436501588051), (-79.4085527046693, 43.7543146201339), (-79.4085330373353, 43.7542641159194), (-79.4085141021506, 43.7542134058074), (-79.4084961871159, 43.7541625433302), (-79.4084789908065, 43.7541114657657), (-79.408462689043, 43.7540603349298), (-79.4084471205942, 43.7540091413743), (-79.408432421897, 43.7539577051234), (-79.40840078471, 43.7538089703613), (-79.4083477686363, 43.7536162118289), (-79.4114084454958, 43.7516535196157), (-79.4138165012275, 43.7501091719134), (-79.4140965532026, 43.749929556356), (-79.4141539901733, 43.7498897148817), (-79.4142118871015, 43.749849432273), (-79.414269199865, 43.7498086913386), (-79.4143260045875, 43.7497675255493), (-79.4143821773042, 43.7497259728024), (-79.4144378779388, 43.7496839975019), (-79.4144929329575, 43.7496416332559), ...),)}"
4,4,Yorkdale-Glen Park,31,17560,106,137,175,163,178,210,156,697.5061,902.0279,1149.1989999999998,1031.8410000000001,1086.558,1237.405,888.3827,63,53,41,54,64,64,87,414.5555,348.9597,269.2409,341.8371,390.6727,377.1139,495.4442,51,57,66,62,67,90,81,335.5926,375.2963,433.4121,392.4796,408.9855,530.3164,461.2756,23,21,24,34,47,42,40,151.3457,138.2671,157.6044,215.2307,286.9003,247.481,227.7904,23,15,26,23,20,30,18,151.3457,98.76218,170.7381,145.5973,122.0852,176.7721,102.5057,1,1,1,1,2,1,1,6.58024610120418,6.5841460000000005,6.566851,6.330316000000001,6.104261,5.892405,5.694761,3,3,3,7,10,17,14,19.74074,19.75244,19.70055,44.31221,61.042609999999996,100.1709,79.72665,"{u'type': u'Polygon', u'coordinates': (((-79.4396472245619, 43.7056099784747), (-79.440070200655, 43.7055855279664), (-79.4409755457758, 43.7054109417972), (-79.4422391418523, 43.7051817475349), (-79.4448114473628, 43.7046138830523), (-79.4472337693658, 43.7040740658401), (-79.4491380196162, 43.703652668889), (-79.4522253634382, 43.702975201905), (-79.4563475502906, 43.7020503808711), (-79.4603332488175, 43.7011542760537), (-79.4639179134486, 43.7003608542353), (-79.4670628056655, 43.6996740842463), (-79.4678158761008, 43.7022622872877), (-79.4678745796727, 43.7024627630635), (-79.4679324147961, 43.7026634360501), (-79.4679893826038, 43.7028641640029), (-79.4680457291614, 43.7030650798774), (-79.4681012080873, 43.7032660138004), (-79.4681559430825, 43.7034671276999), (-79.4682099333806, 43.7036684026588), (-79.4682630557709, 43.70386970557), (-79.4683154336781, 43.7040711605417), (-79.4683670682583, 43.7042726244288), (-79.4684178330786, 43.7044742855195), (-79.4684679787277, 43.7046760994528), (-79.4684787625072, 43.7047203710238), (-79.4685171447426, 43.7048779407468), (-79.46856566532722, 43.7050798444947), (-79.4686133299748, 43.7052819375321), (-79.4686602509483, 43.7054840025703), (-79.46870642745091, 43.7056862655967), (-79.46875185942, 43.7058885825494), (-79.4687964240643, 43.7060909986041), (-79.4688372652557, 43.7062941066649), (-79.4693123942288, 43.7086835249645), (-79.4697375992723, 43.7108051022265), (-79.4697816543673, 43.7109977507385), (-79.4700695708366, 43.7124175755958), (-79.4708595159234, 43.7164364279353), (-79.4717087250974, 43.7207561369141), (-79.4720264911646, 43.722372424248), (-79.47226337690832, 43.7235555924139), (-79.4724521360095, 43.7244983515533), (-79.4724904138846, 43.7246895032843), (-79.4725266979509, 43.724870644891), (-79.4717508103428, 43.7250644243237), (-79.4715328306058, 43.7251168753925), (-79.4713144791033, 43.725168649384806), (-79.4710957539413, 43.7252198210052), (-79.4708769054179, 43.7252703611868), (-79.470657684584, 43.7253203440305), (-79.47043821536302, 43.7253696325336), (-79.4702184980865, 43.7254182627146), (-79.4699985198076, 43.7254663532493), (-79.4697783179841, 43.7255137497718), (-79.4695578553042, 43.7255605526242), (-79.4693370202056, 43.7256067062876), (-79.4691160616627, 43.7256522825244), (-79.4661051602054, 43.7262815101132), (-79.4626440265298, 43.727025998922805), (-79.4578490309472, 43.7280689834061), (-79.4578116414943, 43.7280727862572), (-79.4566570903316, 43.7283185570089), (-79.45149615407, 43.7294379979828), (-79.4492347058365, 43.729928764426), (-79.4490690601524, 43.7299660729066), (-79.4490617729707, 43.7299674650381), (-79.448878799643, 43.7300024707901), (-79.44886260999472, 43.7300055869531), (-79.4487751206993, 43.7300241978665), (-79.4487059298934, 43.7300389018546), (-79.4485051604981, 43.7300841602795), (-79.4484721254555, 43.7298857302363), (-79.4484646542643, 43.7298407744382), (-79.4484396953666, 43.72969085589871), (-79.4484202950059, 43.7295743260797), (-79.4480593893224, 43.72740573697731), (-79.44804294602, 43.7273304784487), (-79.4480309706869, 43.727254232551), (-79.4480181277644, 43.7271779766691), (-79.4480045152562, 43.7271018102753), (-79.4479901959991, 43.7270257522305), (-79.447974993961, 43.7269497920403), (-79.4479590474527, 43.7268738145329), (-79.4479422326776, 43.7267979981033), (-79.4479246729218, 43.7267222804984), (-79.4479062309412, 43.7266466877655), (-79.4478870702035, 43.7265711401899), (-79.4478671640289, 43.7264957094393), (-79.4478463518798, 43.7264204581604), (-79.4478248316874, 43.7263452701907), (-79.4478024309914, 43.7262701891067), (-79.4477792857247, 43.7261952878846), (-79.4477689081773, 43.7261393042618), (-79.44775777268, 43.7260833922769), (-79.4477457938845, 43.7260275876861), (-79.4477329342246, 43.7259718548638), (-79.4477194524952, 43.7259162207352), (-79.44770509060702, 43.7258607754339), (-79.4476992628412, 43.7258393310779), ...),)}"
5,5,Stonegate-Queensway,16,27410,91,74,78,98,86,83,104,354.9696,288.1732,302.5249,374.5318,323.2961,307.3277,379.4236,37,32,14,33,31,35,45,144.3283,124.6154,54.29934,126.1179,116.537,129.596,164.1737,70,45,49,50,39,64,35,273.0535,175.2405,190.0477,191.0877,146.611,236.9756,127.6906,17,10,13,25,26,24,20,66.313,38.94233,50.42082,95.54384,97.74068,88.86585,72.96607,8,8,4,6,8,4,5,31.206120000000002,31.153859999999998,15.5141,22.93052,30.07406,14.810979999999999,18.24152,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,1,1,1,0,11.70229,7.7884649999999995,0.0,3.821754,3.759257,3.702744,0.0,"{u'type': u'Polygon', u'coordinates': (((-79.4925832649057, 43.6474374937064), (-79.4927318701576, 43.6471199698608), (-79.4927556325112, 43.6469130292703), (-79.4927797647617, 43.6467311029363), (-79.4927729297811, 43.646461510858), (-79.4927477711672, 43.6462114047883), (-79.4926663435715, 43.6459041999293), (-79.492633218723, 43.6458313406146), (-79.4925135707447, 43.6456756714773), (-79.4924793416556, 43.6456161873373), (-79.4923950873162, 43.6455269056014), (-79.49232057258722, 43.64546538543391), (-79.4921688035627, 43.645347690475), (-79.4919631208594, 43.645186713225904), (-79.4918469255657, 43.6450876175916), (-79.4916987073416, 43.6449464739279), (-79.4915116803503, 43.6447146017754), (-79.4913974914468, 43.6445481933464), (-79.49132031081, 43.6444239589645), (-79.491163010261, 43.6441964088523), (-79.490943952008, 43.6438341298959), (-79.4907480145512, 43.6434680536193), (-79.4905532233281, 43.643076647774805), (-79.4904190840226, 43.6426888735469), (-79.4903215083181, 43.6423863364209), (-79.4901843252439, 43.6420553519869), (-79.4901564338259, 43.6419992706054), (-79.4900601760233, 43.6418445191843), (-79.4899303000331, 43.6416397080598), (-79.4898638659108, 43.6415537563239), (-79.489760026679, 43.6414567567357), (-79.4896193752014, 43.64135816038531), (-79.4893982256732, 43.6412315807781), (-79.4892502754953, 43.6411954524491), (-79.4890666958804, 43.6412088204089), (-79.4889574425454, 43.6412431505665), (-79.48817364436, 43.6415210264249), (-79.48790654947, 43.6416395831432), (-79.4874666103151, 43.6418097892619), (-79.4870538486623, 43.6419299474661), (-79.4866247169002, 43.6420261592683), (-79.4863056502142, 43.6420699583361), (-79.4859360380309, 43.6421067652382), (-79.4856700678317, 43.642111629572), (-79.485401622641, 43.6420943485571), (-79.4851779833466, 43.6420339834648), (-79.4850256047953, 43.6419187902099), (-79.4849515046152, 43.6417377620164), (-79.4849582652601, 43.6415655662115), (-79.4849667128401, 43.6413893914022), (-79.4849673841077, 43.6412304353294), (-79.4849869952155, 43.6408727670289), (-79.4850329807381, 43.6406156741388), (-79.4850747109607, 43.6402758945301), (-79.4850650231717, 43.640059471971405), (-79.4850880076515, 43.6396377760783), (-79.485061228369, 43.6391145923203), (-79.4850065051737, 43.6388242984749), (-79.4848820551812, 43.6385765361129), (-79.4847953089597, 43.6384770321763), (-79.4846962345991, 43.6384076720777), (-79.4846361454669, 43.638369309028704), (-79.4844946870203, 43.6382887810098), (-79.4843581716738, 43.6382203422655), (-79.4842118656479, 43.6381480323602), (-79.4840138846828, 43.6380940496269), (-79.483814350546, 43.638052345366), (-79.4835775905968, 43.6380401597732), (-79.4833382788525, 43.6380177923554), (-79.4832056656274, 43.6380070068991), (-79.4829724971704, 43.638003606067), (-79.4824406036905, 43.637969158333), (-79.4822929900227, 43.6379699813435), (-79.4818445307804, 43.6379867620419), (-79.4813614101601, 43.6380313492777), (-79.4808211818031, 43.6380930095524), (-79.480359123973, 43.6381127253363), (-79.47981314516811, 43.6381362320076), (-79.4793232453888, 43.6381321116338), (-79.4788087827521, 43.638120162830305), (-79.4784167018607, 43.6380698526601), (-79.4780796481721, 43.6379933214382), (-79.4778003929637, 43.6378732784266), (-79.4774606871519, 43.6377340496491), (-79.4772538567107, 43.6375339073761), (-79.4771762682522, 43.6374085648323), (-79.4770469994917, 43.6372131724287), (-79.4769369905128, 43.6369885467393), (-79.4768336932294, 43.6367481606991), (-79.47679168401181, 43.6364438321439), (-79.4766956872641, 43.6362712197893), (-79.4766740253105, 43.6362322752306), (-79.47648822298932, 43.635966694533), (-79.4763016790967, 43.6356381046617), (-79.4762122709743, 43.6354846924466), (-79.47613641208, 43.6353545253834), (-79.4759707739468, 43.6350394405151), (-79.4757993128948, 43.6347558591663), (-79.4756634982463, 43.6344362796939), (-79.4754606914908, 43.6341076848704), ...),)}"
